Hello,Hello World!
hello,Hello World!
Y canada,PR process is quite easy then in States.
canada,PR process is quite easy then in States.
How are you,I am a Python powered ChatBot.
who are you,I am a ChatBot.
i love you,I will have to give that some thought.<br><br>You can try this from my friend Google: <a target='_blank' href='https://www.google.com/search?q=i love you'>i love you</a>
Hello,Hello World!
hello,Hello World!
how are you,I am a ChatBot running on Python and a dash of artificial intelligence.
y to go to canada,I could not tell you.<br><br>You can try this from my friend Google: <a target='_blank' href='https://www.google.com/search?q=y to go to canada'>y to go to canada</a>
y canada,PR process is quite easy then in States.
Why go to canada,PR process is quite easy then in States.
why to go to canada,PR process is quite easy then in States.
Hello,Hello World!
Hello,Hello World!
hie,Hello World!
ssup,I'll need to take some time to think on that.<br><br>You can try this from my friend Google: <a target='_blank' href='https://www.google.com/search?q=ssup'>ssup</a>
whatsup,Nothing much
and say,I don't have a response for that.<br><br>You can try this from my friend Google: <a target='_blank' href='https://www.google.com/search?q=and say'>and say</a>
Hello,Hello World!
hie,Hello World!
Hello,Hello World!
Hello,Hello World!
hie,Hello World!
whatsaup,Nothing much
y canada,PR process is quite easy then in States.
Hello,Hello World!
hie,Hello World!
whatsup,Nothing much
why go to canada,PR process is quite easy then in States.
y canada,PR process is quite easy then in States.
go canada,PR process is quite easy then in States.
what is PR,Nothing much
Hello,Hello World!
todays date,I will have to give that some thought.<br><br>You can try this from my friend Google: <a target='_blank' href='https://www.google.com/search?q=todays date'>todays date</a>
date,I don't have a response for that.<br><br>You can try this from my friend Google: <a target='_blank' href='https://www.google.com/search?q=date'>date</a>
what is the date today,"Today is Friday, 2/28/2020"
what is the time now,"Today is Friday, 2/28/2020"
when is it,The time is now 3:40 AM EST
time,I don't know.<br><br>You can try this from my friend Google: <a target='_blank' href='https://www.google.com/search?q=time'>time</a>
Hello,Hello World!
Hello,Hello World!
what is the time,"Today is Friday, 2/28/2020"
what time is it,The time is now 8:59 AM EST
Hello,Hello World!
what time is it,The time is now 2:01 PM EST
Hello,Hello World!
what time is it,The time is now 2:33 PM EST
Hello,Hello World!
hwko,I don't really know what you are asking.<br><br>You can try this from my friend Google: <a target='_blank' href='https://www.google.com/search?q=hwko'>hwko</a>
Hello,Hello World!
Hello,Hello World!
Hello,Hello World!
Hello,Hello World!
Hello,Hello World!
Hello,Hello World!
Hello,Hello World!
Hey,Hello World!
Hey,Hello World!
Hey,Hey
what are the scholarships?,what are the scholarships?
Hey,Hello! <br>How can i help you?
why canada,PR process is quite easy then in States.
why go to canada,PR process is quite easy then in States.
canada?,PR process is quite easy then in States.
what scholarships are provided?,merit based as well as application based upto 10000CAD
rank of university of toronto,3
expenses of university of toronto,"<a href=""https://www.utoronto.ca/"">University of Toronto</a>"
expenses in university of toronto,"INR 7,82,985"
part time work allowed?,YES 20 hours/week
post study work?,"YES,tenure depends on the course"
Hey,Hello! <br>How can i help you?
Hey,Hello! <br>How can i help you?
Hey,Hello! <br>How can i help you?
Hey,Hello! <br>How can i help you?
Hey,Hello! <br>How can i help you?
Hey,Hello! <br>How can i help you?
Hey,Hello! <br>How can i help you?
Hey,Hello! <br>How can i help you?
Hey,Hello! <br>How can i help you?
Hey,Hello! <br>How can i help you?
Hey,Hello! <br>How can i help you?
Hey,Hello! <br>How can i help you?
Hey,Hello! <br>How can i help you?
Hey,Hello! <br>How can i help you?
Hey,Hello! <br>How can i help you?
Hey,Hello! <br>How can i help you?
Hey,Hello! <br>How can i help you?
Hey,Hello! <br>How can i help you?
Hey,Hello! <br>How can i help you?
Hey,Hello! <br>How can i help you?
Hey,Hello! <br>How can i help you?
Hey,Hello! <br>How can i help you?
hiw,Hello World!
hel,Hello World!
hell,Hello World!
go to hell,I don't know.
Hey,Hello! <br>How can i help you?
Hey,Hello! <br>How can i help you?
Hey,Hello! <br>How can i help you?
Hey,Hello! <br>How can i help you?
Hey,Hello! <br>How can i help you?
Hey,Hello! <br>How can i help you?
Hey,Hello! <br>How can i help you?
Hey,Hello! <br>How can i help you?
Hey,Hello! <br>How can i help you?
Hey,Hello! <br>How can i help you?
Hey,Hello! <br>How can i help you?
Hey,Hello! <br>How can i help you?
Hey,Hello! <br>How can i help you?
Hey,Hello! <br>How can i help you?
Hey,Hello! <br>How can i help you?
Hey,Hello! <br>How can i help you?
Hey,Hello! <br>How can i help you?
Hey,Hello! <br>How can i help you?
Hey,Hello! <br>How can i help you?
Hey,Hello! <br>How can i help you?
Hey,Hello! <br>How can i help you?
Hey,Hello! <br>How can i help you?
Hey,Hello! <br>How can i help you?
Hey,Hello! <br>How can i help you?
Nothing,I think you hit the wrong key...
Hey,Hello! <br>How can i help you?
Hey,Hello! <br>How can i help you?
Hey,Hello! <br>How can i help you?
Hey,Hello! <br>How can i help you?
Hey,Hello! <br>How can i help you?
Hey,Hello! <br>How can i help you?
Hey,Hello! <br>How can i help you?
Hey,Hello! <br>How can i help you?
Hey,Hello! <br>How can i help you?
Hey,Hello! <br>How can i help you?
Hey,Hello! <br>How can i help you?
Hey,Hello! <br>How can i help you?
Hey,Hello! <br>How can i help you?
Hey,Hello! <br>How can i help you?
Hey,Hello! <br>How can i help you?
Hey,Hello! <br>How can i help you?
Hey,Hello! <br>How can i help you?
Hey,Hello! <br>How can i help you?
Hey,Hello! <br>How can i help you?
Hey,Hello! <br>How can i help you?
Hey,Hello! <br>How can i help you?
bj,I don't have a response for that.
Hey,Hello! <br>How can i help you?
Why should i go to canada?,Can you try rephrasing that please?
Going to canada?,I'm not sure about that.
why people go to canada can i get the answer?,I don't have a response for that.
Hey,Hello! <br>How can i help you?
why go to canada?,PR process is quite easy then in States.
Hey,Hello! <br>How can i help you?
Hey,Hello! <br>How can i help you?
Hey,Hello! <br>How can i help you?
Hello,Hello World!
Hey,Hello! <br>How can i help you?
HEllo,Hello World!
Hey,Hello! <br>How can i help you?
Hello,Hello World!
What sre you?,I am a Python powered ChatBot.
What is your name?,ChatBot.
Hey,Hello! <br>How can i help you?
Hey,Hello! <br>How can i help you?
Hey,Hello! <br>How can i help you?
Hey,Hello! <br>How can i help you?
Hello,Hello World!
Jenil,Is there a different way you can ask that?
what are u,I am a ChatBot running on Python and a dash of artificial intelligence.
How are you?,I am a Chatbot.
How old are you,I am a ChatBot.
Ik that,I don't know.
Hey,Hello! <br>How can i help you?
Hey,Hello! <br>How can i help you?
Hello,Hello World!
How are you?,I am a ChatBot running on Python and a dash of artificial intelligence.
What is your name?,ChatBot.
Y is your name?,ChatBot.
Hey,Hello! <br>How can i help you?
Hey,Hello! <br>How can i help you?
Hey,Hello! <br>How can i help you?
Hey,Hello! <br>How can i help you?
Hey,Hello! <br>How can i help you?
Hey,Hello! <br>How can i help you?
Hey,Hello! <br>How can i help you?
Hey,Hello! <br>How can i help you?
Hello,Hello World!
What is your name?,ChatBot.
Why to go to Canada?,PR process is quite easy then in States.
Scholarships Provided?,merit based as well as application based upto 10000CAD
Show me site of university of toronto,"<a href=""https://www.utoronto.ca/"">University of Toronto</a>"
Hey,Hello! <br>How can i help you?
Hey,Hello! <br>How can i help you?
Hey,Hello! <br>How can i help you?
Hey,Hello! <br>How can i help you?
Hey,Hello! <br>How can i help you?
Hey,Hello! <br>How can i help you?
Hey,Hello! <br>How can i help you?
hello,Hello World!
Hey,Hello! <br>How can i help you?
hello,Hello World!
Hey,Hello! <br>How can i help you?
Hey,Hello! <br>How can i help you?
Hey,Hello! <br>How can i help you?
Hey,Hello! <br>How can i help you?
Hey,Hello! <br>How can i help you?
Hey,Hello! <br>How can i help you?
Hey,Hello! <br>How can i help you?
Hey,Hello! <br>How can i help you?
Hey,Hello! <br>How can i help you?
Hey,Hello! <br>How can i help you?
Hey,Hello! <br>How can i help you?
HELLO,Hello World!
SSUP,I don't have a response for that.
wHAT IS UP,Nothing much
Ok,There are some things I just don't know about yet.
Learn then,Can you try rephrasing that please?
ol,I could not tell you.
ok,Can you try rephrasing that please?
ok,I will have to give that some thought.
Hey,Hello! <br>How can i help you?
Hey,Hello! <br>How can i help you?
I want to know about study in canada,I'm not sure about that.
Hey,Hello! <br>How can i help you?
Hey,Hello! <br>How can i help you?
Hey,Hello! <br>How can i help you?
Hey,Hello! <br>How can i help you?
Hello,Hello World!
Hey,"Hello! <br>How can i help you?<br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('I want to know about canada')"";>Canada </a><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('I want to know about the entrance exams required for studying in canada')"";>Entrance Exams</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('I want to know about studies in Universtity of toronto')"";>University of Toronto </a><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('I want to know about studies in universiy of Alberta')"";>University of Alberta</a><br>"
Hello,Hello!
Hey,"Hello! <br>How can i help you?<br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('I want to know about canada')"";>Canada </a><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('I want to know about the entrance exams required for studying in canada')"";>Entrance Exams</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('I want to know about studies in Universtity of toronto')"";>University of Toronto </a><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('I want to know about studies in universiy of Alberta')"";>University of Alberta</a><br>"
Hello,Hello!
What are you doing?,Providing you with the answers!
How can you help me?,I can provide you with the details related to degree studies in Canada.
Which are the universities for degree studies,There are some things I just don't know about yet.
What do you know?,EDUBot! I am a chatbot.
What is the criteria for admission?,Ottawa
Who is the president of canada?,Justin Trudeau
Capital of canada?,Ottawa
I want to know about university of toronto,"The rank of University of Toronto in Canada is 3.<br>6.5 and no band less than 6.0 is the reuired IELTS score for Computer Science OR 100 is the required TOEFL score for Computer Science.<br>Scholarships worth 3 lakhs INR is provided by University of Toronto.<br>To know more :<br><a href=""https://www.utoronto.ca/"">University of Toronto</a>"
Thankyou,I'm not an expert on that.
bye,I'm not sure about that.
ok bye,Can you try rephrasing that please?
I want to know about studies in universiy of Alberta,"The rank of University of Alberta in Canada is 1.<br>6.5 and no band less than 5.0 is the reuired IELTS score for Computer Science OR 86 is the required TOEFL score for Computer Science.<br>Scholarships worth 3 lakhs INR is provided by University of Toronto.<br>To know more :<br><a href=""https://www.ualberta.ca/index.html"">University of Alberta</a>"
I want to know about the entrance exams required for studying in canada,"<a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('What is IELTS')"";>IELTS </a><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('What is TOEFL')"";>TOEFL</a><br>"
What is TOEFL,Test Of English as Foreign Language The essential exam for entry to universities in the United States. Academic language
Hey,"Hello! <br>How can i help you?<br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('I want to know about canada')"";>Canada </a><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('I want to know about the entrance exams required for studying in canada')"";>Entrance Exams</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('I want to know about studies in Universtity of toronto')"";>University of Toronto </a><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('I want to know about studies in universiy of Alberta')"";>University of Alberta</a><br>"
Hey,"Hello! <br>How can i help you?<br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('I want to know about canada')"";>Canada </a><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('I want to know about the entrance exams required for studying in canada')"";>Entrance Exams</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('I want to know about studies in Universtity of toronto')"";>University of Toronto </a><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('I want to know about studies in universiy of Alberta')"";>University of Alberta</a><br>"
Hey,"Hello! <br>How can i help you?<br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('I want to know about canada')"";>Canada </a><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('I want to know about the entrance exams required for studying in canada')"";>Entrance Exams</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('I want to know about studies in Universtity of toronto')"";>University of Toronto </a><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('I want to know about studies in universiy of Alberta')"";>University of Alberta</a><br>"
Hey,"Hello! <br>How can i help you?<br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('I want to know about canada')"";>Canada </a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('I want to know about the entrance exams required for studying in canada')"";>Entrance Exams</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('I want to know about studies in Universtity of toronto')"";>University of Toronto </a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('I want to know about studies in universiy of Alberta')"";>University of Alberta</a><br>"
I want to know about canada,"Canada is famous for its pristine landscape, rich history and diverse blend of people and cultures. <br>The living expense of people in canada is around 10200 CAD per year i.e. approximately 5 lakh Indian rupees"
Thankyou,Happy to help you!
I want to know more about Canada,"<a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('I want to know about canada')"";>Canada </a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('I want to know about the entrance exams required for studying in canada')"";>Entrance Exams</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('I want to know about studies in Universtity of toronto')"";>University of Toronto </a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('I want to know about studies in universiy of Alberta')"";>University of Alberta</a><br>"
I want to know about the entrance exams required for studying in canada,"<a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('What is IELTS')"";>IELTS </a><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('What is TOEFL')"";>TOEFL</a><br>"
What is TOEFL,Test Of English as Foreign Language The essential exam for entry to universities in the United States. Academic language
I want to know more about TOEFL,TOEFL scores are primarily used by universities as part of the admissions process. 100 TOEFL score is required for admission in university of Toronto for Computer Science and 80 TOEFL score is required for admission in university of Alberta for Computer Science.
Thankyou for helping,Can you try rephrasing that please?
bye,GoodBye! Have a nice day!
Goodnight,Can you try rephrasing that please?
Good morning,I don't have a response for that.
Greetings,Hello! Nice to meet you.
Bye,GoodBye! Have a nice day!
Hey,"Hello! <br>How can i help you?<br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('I want to know about canada')"";>Canada </a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('I want to know about the entrance exams required for studying in canada')"";>Entrance Exams</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('I want to know about studies in Universtity of toronto')"";>University of Toronto </a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('I want to know about studies in universiy of Alberta')"";>University of Alberta</a><br>"
I want to know about canada,"Canada is famous for its pristine landscape, rich history and diverse blend of people and cultures. <br>The living expense of people in canada is around 10200 CAD per year i.e. approximately 5 lakh Indian rupees"
I want to know more about canada,"On what do you want to get information?<br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('I want to know about canada')"";>Canada </a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('I want to know about the entrance exams required for studying in canada')"";>Entrance Exams</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('I want to know about studies in Universtity of toronto')"";>University of Toronto </a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('I want to know about studies in universiy of Alberta')"";>University of Alberta</a><br>"
I want to know about studies in Universtity of toronto,"The rank of University of Toronto in Canada is 3.<br>6.5 and no band less than 6.0 is the reuired IELTS score for Computer Science OR 100 is the required TOEFL score for Computer Science.<br>Scholarships worth 3 lakhs INR is provided by University of Toronto.<br>To know more :<br><a href=""https://www.utoronto.ca/"">University of Toronto</a>"
I want to know about studies in universiy of Alberta,"The rank of University of Alberta in Canada is 1.<br>6.5 and no band less than 5.0 is the reuired IELTS score for Computer Science OR 86 is the required TOEFL score for Computer Science.<br>Scholarships worth 3 lakhs INR is provided by University of Toronto.<br>To know more :<br><a href=""https://www.ualberta.ca/index.html"">University of Alberta</a>"
what are the scholarships provided?,merit based as well as application based upto 10000CAD
What is the criteria required for admission?,"SOP, Essays, Cv and other additional documents are required."
And say,Hello! Hope you are doing well. Let me know if I can help you.
I want to know about entrance exams,"Canada is famous for its pristine landscape, rich history and diverse blend of people and cultures. <br>The living expense of people in canada is around 10200 CAD per year i.e. approximately 5 lakh Indian rupees"
Hey,"Hello! <br>How can i help you?<br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('I want to know about canada')"";>Canada </a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('I want to know about the entrance exams required for studying in canada')"";>Entrance Exams</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('I want to know about studies in Universtity of toronto')"";>University of Toronto </a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('I want to know about studies in universiy of Alberta')"";>University of Alberta</a><br>"
I want to know about canada,"Canada is famous for its pristine landscape, rich history and diverse blend of people and cultures. <br>The living expense of people in canada is around 10200 CAD per year i.e. approximately 5 lakh Indian rupees"
I want to know about the entrance exams required for studying in canada,"There are two entrance exams. You need to give any one.<br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('What is IELTS')"";>IELTS </a><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('What is TOEFL')"";>TOEFL</a><br>Indians have to give IELTS."
What is IELTS,The International English Language Testing System (IELTS) is widely recognized as a test of language ability of candidates who need to study or study or work where English is the language of communication.
What is TOEFL,Test Of English as Foreign Language The essential exam for entry to universities in the United States. Academic language
I want to know about studies in Universtity of toronto,"The rank of University of Toronto in Canada is 3.<br>6.5 and no band less than 6.0 is the reuired IELTS score for Computer Science OR 100 is the required TOEFL score for Computer Science.<br>Scholarships worth 3 lakhs INR is provided by University of Toronto.<br>To know more :<br><a href=""https://www.utoronto.ca/"">University of Toronto</a>"
What are the scholarships provided?,merit based as well as application based upto 10000CAD
I want to know university of Alberta,"The rank of University of Alberta in Canada is 1.<br>6.5 and no band less than 5.0 is the reuired IELTS score for Computer Science OR 86 is the required TOEFL score for Computer Science.<br>Scholarships worth 3 lakhs INR is provided by University of Toronto.<br>To know more :<br><a href=""https://www.ualberta.ca/index.html"">University of Alberta</a>"
what is the criteria for admission?,"SOP, Essays, Cv and other additional documents are required."
ok,"Sorry, I don't understand."
Who is the prime minister of canada?,Justin Trudeau
When is summer in canada?,Summer (June to August)
thankyou for helping,It am happy to help you.
GoodBye,GoodBye! Have a nice day!
Hey,"Hello! <br>How can i help you?<br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('I want to know about canada')"";>Canada </a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('I want to know about the entrance exams')"";>Entrance Exams</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('I want to know about studies in Universtity of toronto')"";>University of Toronto </a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('I want to know about studies in universiy of Alberta')"";>University of Alberta</a><br>"
I want to know about canada,"Canada is famous for its pristine landscape, rich history and diverse blend of people and cultures. <br>The living expense of people in canada is around 10200 CAD per year i.e. approximately 5 lakh Indian rupees"
I want to know about studies in Universtity of toronto,"The rank of University of Toronto in Canada is 3.<br>6.5 and no band less than 6.0 is the reuired IELTS score for Computer Science OR 100 is the required TOEFL score for Computer Science.<br>Scholarships worth 3 lakhs INR is provided by University of Toronto.<br>To know more :<br><a href=""https://www.utoronto.ca/"">University of Toronto</a>"
Hey,"Hello! <br>How can i help you?<br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('I want to know about canada')"";>Canada </a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('I want to know about the entrance exams')"";>Entrance Exams</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('I want to know about studies in Universtity of toronto')"";>University of Toronto </a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('I want to know about studies in universiy of Alberta')"";>University of Alberta</a><br>"
I want to know about studies in Universtity of toronto,"The rank of University of Toronto in Canada is 3.<br>6.5 and no band less than 6.0 is the reuired IELTS score for Computer Science OR 100 is the required TOEFL score for Computer Science.<br>Scholarships worth 3 lakhs INR is provided by University of Toronto.<br>To know more :<br><a href=""https://www.utoronto.ca/"">University of Toronto</a>"
I want to know about studies in universiy of Alberta,"The rank of University of Alberta in Canada is 1.<br>6.5 and no band less than 5.0 is the reuired IELTS score for Computer Science OR 86 is the required TOEFL score for Computer Science.<br>Scholarships worth 3 lakhs INR is provided by University of Toronto.<br>To know more :<br><a href=""https://www.ualberta.ca/index.html"">University of Alberta</a>"
i want to know more about canada,"On what do you want to get information?<br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('I want to know about canada')"";>Canada </a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('I want to know about the entrance exams')"";>Entrance Exams</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('I want to know about studies in Universtity of toronto')"";>University of Toronto </a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('I want to know about studies in universiy of Alberta')"";>University of Alberta</a><br>"
What are the entrance exams,"There are two entrance exams. You need to give any one.<br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('What is IELTS')"";>IELTS </a><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('What is TOEFL')"";>TOEFL</a><br>Indians have to give IELTS."
Hey,"Hello! <br>How can i help you?<br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('I want to know about canada')"";>Canada </a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('I want to know about the entrance exams')"";>Entrance Exams</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('I want to know about studies in Universtity of toronto')"";>University of Toronto </a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('I want to know about studies in universiy of Alberta')"";>University of Alberta</a><br>"
Hello,Hello!
What is your name,EDUBot! I am a chatbot.
How can u help me?,I can provide you with the details related to degree studies in Canada.
